,v1,v2
1451,ham,Ya! when are Ì_ taking ure practical lessons? I start in june..  
3994,ham,R u in this continent?
97,ham,i see. When we finish we have loads of loans to pay
231,ham,Dear we are going to our rubber place
1348,ham,"Nothing much, chillin at home. Any super bowl plan?"
2854,ham,Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.
4985,ham,That's y u haf 2 keep me busy...
1830,ham,That's the way you should stay oh.
2403,ham,Jesus christ bitch I'm trying to give you drugs answer your fucking phone
5146,ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
460,ham,Where did u go? My phone is gonna die you have to stay in here
2671,ham,"That's cool, I'll come by like  &lt;#&gt; ish"
1232,ham,1's finish meeting call me.
1107,ham,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke
5558,ham,"Sorry, I'll call later"
151,ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.
5334,ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
173,ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
458,ham,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya"
2350,ham,You will be in the place of that man
5385,ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem
4613,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
3535,ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
5361,ham,Yep get with the program. You're slacking.
3131,ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
636,ham,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
4754,ham,U wan 2 haf lunch i'm in da canteen now.
988,ham,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n"
1418,ham,Lmao. Take a pic and send it to me.
1762,ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
1134,ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
1484,ham,"Sorry, I'll call later"
5167,ham,Oh did you charge camera
2372,ham,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?
396,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
1347,ham,She doesnt need any test.
211,ham,Home so we can always chat
699,ham,K..u also dont msg or reply to his msg..
63,ham,"Sorry my roommates took forever, it ok if I come by now?"
4921,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
1245,ham,Hello which the site to download songs its urgent pls
360,ham,Ha ha cool cool chikku chikku:-):-DB-)
1154,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
4518,ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
2167,ham,Yes.he have good crickiting mind
770,ham,Not getting anywhere with this damn job hunting over here!
4609,ham,Just glad to be talking to you.
2406,ham,One of best dialogue in cute reltnship..!! \Wen i Die
850,ham,U reach orchard already? U wan 2 go buy tickets first?
5037,ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
1219,ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
561,ham,Thanx 4 e brownie it's v nice...
1288,ham,Happy new year to u too!
2868,ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
4050,ham,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL"
1704,ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
3662,ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
4183,ham,I just really need shit before tomorrow and I know you won't be awake before like 6
1956,ham,K...k:)why cant you come here and search job:)
2691,ham,Hey tmr meet at bugis 930 ?
4719,ham,Forgot to tell Ì_ smth.. Can Ì_ like number the sections so that it's clearer..
2448,ham,Do u knw dis no. &lt;#&gt; ?
1586,ham,There are no other charges after transfer charges and you can withdraw anyhow you like
4139,ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
2190,ham,"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too. "
831,ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
3608,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
5335,ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.
4103,ham,Do u hav any frnd by name ashwini in ur college?
236,ham,Or ill be a little closer like at the bus stop on the same street
1064,ham,"That's fine, I'll bitch at you about it later then"
510,ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
1813,ham,Yes we are chatting too.
5438,ham,"\What are youdoing later? Sar xxx\"""""
4756,ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around"
4940,ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
5405,ham,So how many days since then?
4163,ham,"Its ok, called mom instead have fun"
4555,ham,Gettin rdy to ship comp
5089,ham,What type of stuff do you sing?
5343,ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
2974,ham,"Don't worry, * is easy once have ingredients!"
3437,ham,Its good to hear from you
5471,ham,Yup
2104,ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
1578,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
5545,ham,Hi its in durban are you still on this number
3260,ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
4085,ham,Lemme know when you're here
753,ham,When did you get to the library
1576,ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
1670,ham,Lmao!nice 1
3234,ham,"Yes, princess. Toledo."
397,ham,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated."
4850,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
71,ham,Finished class where are you.
2339,ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
2936,ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
3316,ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. "
3367,ham,"Hey elaine, is today's meeting still on?"
5055,ham,Goodnight da thangam I really miss u dear.
3745,ham,I'm not. She lip synced with shangela.
154,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
513,ham,No..jst change tat only..
5108,ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
4023,ham,Wat time Ì_ wan today?
1710,ham,"(No promises on when though, haven't even gotten dinner yet)"
895,ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
2983,ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! "
3703,ham,Kent vale lor... ÌÏ wait 4 me there ar?
4192,ham,Ok i'm coming home now.
4422,ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
3958,ham,Have a nice day my dear.
47,ham,"Fair enough, anything going on?"
5300,ham,I can't make it tonight
2283,ham,I reach home safe n sound liao...
3681,ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
3394,ham,Then i buy.
1884,ham,I love your ass! Do you enjoy doggy style? :)
2234,ham,What's your room number again? Wanna make sure I'm knocking on the right door
508,ham,What's the significance?
4836,ham,....photoshop makes my computer shut down.
452,ham,K:)k:)what are detail you want to transfer?acc no enough?
596,ham,Gud mrng dear have a nice day
1736,ham,I will come tomorrow di
663,ham,Leave it de:-). Start Prepare for next:-)..
5111,ham,I've reached sch already...
5050,ham,With my sis lor... We juz watched italian job.
1737,ham,I cant pick the phone right now. Pls send a message
5223,ham,If I die I want u to have all my stuffs.
4109,ham,"Yo, you gonna still be in stock tomorrow/today? I'm trying to get a dubsack"
276,ham,Tell rob to mack his gf in the theater
2680,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
4644,ham,Are you planning to come chennai?
5073,ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
4108,ham,I want to lick your pussy now...
4890,ham,Its worse if if uses half way then stops. Its better for him to complete it.
5291,ham,Xy trying smth now. U eat already? We havent...
1453,ham,Stupid.its not possible
5564,ham,Why don't you wait 'til at least wednesday to see if you get your .
